"Dye.Pattern","Sex","Right.Tag","Left.Tag","Numerical.Age","Mass","Length","Month","Day","Year","Zygomatic.Arch","Social.Group","vijay"
"-","Female",536,560,4,5.48,72,7,24,2004,67.8,"West",1
10,"Male",120,121,1,1.05,42,5,29,2000,50.7,"Camp Creek",1
10,"Male",120,121,1,2.13,58.5,7,11,2000,54.7,"Camp Creek",1
10,"Male",120,121,1,2.6,57,7,31,2000,56.2,"Camp Creek",1
10,"Male",120,121,1,3.68,60,8,17,2000,60.3,"Camp Creek",1
10,"Male",120,121,2,2.6,54,6,19,2001,59.5,"Camp Creek",1
10,"Male",120,121,2,2.73,60,6,24,2001,60.3,"Camp Creek",1
10,"Male",120,121,2,2.35,58,6,25,2001,52.2,"Camp Creek",1
10,"Male",120,121,2,4.8,62.5,8,13,2001,68.8,"Camp Creek",1
10,"Male",120,121,3,3.43,65,5,31,2002,65.5,"Camp Creek",1
10,"Male",120,121,3,4.94,61,6,21,2002,67.3,"Camp Creek",1
10,"Male",120,121,4,4.2,66,6,1,2003,71.8,"Camp Creek",1
10,"Male",120,121,1,1.45,47,6,19,2000,53.2,"Camp Creek",1
11,"Female",62,63,0,0.86,38,8,3,1999,42.9,"Camp Creek",1
11,"Female",62,63,0,1.25,40,8,26,1999,47.3,"Camp Creek",1
11,"Female",62,63,1,0.88,39,6,2,2000,47.7,"Camp Creek",1
11,"Female",62,63,2,2.4,67,6,25,2001,59.1,"Camp Creek",1
11,"Female",62,63,2,2.65,58,7,5,2001,59.6,"Camp Creek",1
11,"Female",62,63,2,3.65,60,7,20,2001,60.6,"Camp Creek",1
11,"Female",62,63,3,2.75,58,5,20,2002,61.7,"Camp Creek",1
11,"Female",62,63,2,"NA",54,6,19,2001,59.1,"Camp Creek",1
12,"Male",19,20,0,1.7,39,8,26,1999,50.4,"Camp Creek",1
12,"Male",19,20,1,1.3,44,6,9,2000,52.1,"Camp Creek",1
12,"Male",19,20,1,2.33,55.5,7,11,2000,56.9,"Camp Creek",1
12,"Male",19,20,0,0.48,30.5,7,13,1999,42.6,"Camp Creek",1
12,"Male",19,20,1,3.5,57,8,10,2000,63.3,"Camp Creek",1
12,"Male",19,20,2,2.9,60,6,19,2001,61.3,"Camp Creek",1
12,"Male",19,20,2,3.15,57,6,25,2001,64.2,"Camp Creek",1
12,"Male",19,20,1,3.13,57,7,31,2000,57,"Camp Creek",1
13,"Male",123,124,2,"NA","NA",6,4,2000,"NA","Camp Creek",1
13,"Male",123,124,2,2.65,60,6,11,2000,62.8,"Camp Creek",1
13,"Male",123,124,2,"NA","NA",7,11,2000,"NA","Camp Creek",1
13,"Male",123,124,3,3.63,63,6,18,2001,69.7,"Camp Creek",1
13,"Male",123,124,3,4.38,"NA",6,26,2001,71.4,"Camp Creek",1
13,"Male",123,124,4,3.33,51,5,19,2002,69.4,"Camp Creek",1
13,"Male",123,124,2,2.35,56,6,2,2000,62.9,"Camp Creek",1
14,"Male",27,122,0,0.3,26,7,13,1999,37,"Camp Creek",1
14,"Male",27,122,1,0.8,32,5,29,2000,44.5,"Camp Creek",1
14,"Male",27,122,1,0.9,34,6,9,2000,45.7,"Camp Creek",1
14,"Male",27,122,1,1.15,45.5,6,20,2000,45.4,"Camp Creek",1
14,"Male",27,122,1,2.25,51,7,31,2000,55.5,"Camp Creek",1
14,"Male",27,122,1,0.75,40,6,2,2000,44.9,"Camp Creek",1
14,"Male",27,122,2,2.25,"NA",6,25,2001,53.9,"Camp Creek",1
14,"Male",27,122,2,2.8,55,7,4,2001,59.6,"Camp Creek",1
14,"Male",27,122,2,2.75,"NA",7,5,2001,58.3,"Camp Creek",1
14,"Male",27,122,2,3.65,59,7,20,2001,62,"Camp Creek",1
14,"Male",27,122,2,4.28,"NA",8,13,2001,"NA","Camp Creek",1
14,"Male",27,122,3,2.53,53,5,20,2002,61.4,"Camp Creek",1
14,"Male",27,122,3,3.9,61,6,21,2002,54.83,"Camp Creek",1
14,"Male",27,122,1,1.85,44.5,7,11,2000,52.1,"Camp Creek",1
14,"Male",27,122,2,2.18,53,6,18,2001,56.4,"Camp Creek",1
15,"Male",33,34,0,0.8,33,7,14,1999,46.8,"Camp Creek",1
15,"Male",33,34,0,1.65,45,8,3,1999,52.5,"Camp Creek",1
15,"Male",33,34,1,1.7,50,6,9,2000,57.7,"Camp Creek",1
15,"Male",33,34,1,1.98,56,6,19,2000,59.6,"Camp Creek",1
15,"Male",33,34,1,3.55,61,7,31,2000,62.5,"Camp Creek",1
15,"Male",33,34,0,2.35,44,8,27,1999,55.7,"Camp Creek",1
15,"Male",33,34,2,3.15,65,6,20,2001,63.6,"Camp Creek",1
15,"Male",33,34,2,3.23,"NA",6,24,2001,63.3,"Camp Creek",1
15,"Male",33,34,2,3.3,68,6,26,2001,64.7,"Camp Creek",1
15,"Male",33,34,2,5.63,68,8,13,2001,67.8,"Camp Creek",1
15,"Male",33,34,1,1.55,47,6,2,2000,55.6,"Camp Creek",1
15,"Male",33,34,1,3.98,66,8,22,2000,64.2,"Camp Creek",1
16,"Female",125,48,0,0.35,30,7,18,1999,36.3,"Camp Creek",1
16,"Female",125,48,0,0.5,32,7,30,1999,40.8,"Camp Creek",1
16,"Female",125,48,1,0.73,37,6,2,2000,43.7,"Camp Creek",1
16,"Female",125,48,1,1.03,42,6,20,2000,44.3,"Camp Creek",1
16,"Female",125,48,1,1.6,45,7,9,2000,48.4,"Camp Creek",1
16,"Female",125,48,1,1.6,"NA",7,11,2000,"NA","Camp Creek",1
16,"Female",125,48,1,0.85,33.5,6,9,2000,44.6,"Camp Creek",1
16,"Female",125,48,1,2.68,53,8,17,2000,52.4,"Camp Creek",1
16,"Female",125,48,2,1.93,50,6,19,2001,54.7,"Camp Creek",1
16,"Female",125,48,2,2.13,56,6,25,2001,55.1,"Camp Creek",1
16,"Female",125,48,2,2.35,54,7,4,2001,56.1,"Camp Creek",1
16,"Female",125,48,2,2.35,49,7,5,2001,55.2,"Camp Creek",1
16,"Female",125,48,2,3.03,56,7,29,2001,56.8,"Camp Creek",1
16,"Female",125,48,2,3.7,62,8,13,2001,57.6,"Camp Creek",1
16,"Female",125,48,3,2.48,48,5,20,2002,59.8,"Camp Creek",1
16,"Female",125,48,1,2.4,50,7,30,2000,52.3,"Camp Creek",1
17,"Unknown",129,152,2,2.65,58,6,20,2000,65.4,"Narnia",1
17,"Unknown",151,152,2,2.28,56,6,4,2000,63.5,"Narnia",1
18,"Male",153,154,4,4.1,64,6,4,2000,72,"Narnia",1
18,"Male",153,154,4,4.1,65,6,10,2000,72.3,"Narnia",1
18,"Male",153,154,5,4.93,65,7,5,2001,70.9,"Narnia",1
18,"Male",267,268,6,6.2,71,7,14,2002,74.7,"Narnia",1
18,"Male",267,268,7,6.2,68,8,1,2003,75,"Narnia",1
18,"Male",267,268,8,"NA","NA",7,7,2004,"NA","Narnia",1
18,"Male",153,154,5,4.75,67,6,26,2001,74.7,"Narnia",1
19,"Male",17,18,0,0.38,27,7,12,1999,39.5,"Camp Creek",1
19,"Male",17,18,1,1.08,39.5,6,4,2000,49,"Camp Creek",1
19,"Male",17,18,1,1.75,43,7,1,2000,54.2,"Camp Creek",1
19,"Male",17,18,1,2.1,52.5,7,11,2000,56.1,"Camp Creek",1
19,"Male",17,18,0,1.55,39,8,26,1999,49.7,"Camp Creek",1
19,"Male",17,18,2,2.48,56,6,19,2001,59.7,"Camp Creek",1
19,"Male",17,18,2,2.65,58,6,25,2001,60.1,"Camp Creek",1
19,"Male",17,18,2,2.88,58,7,4,2001,61.2,"Camp Creek",1
19,"Male",17,18,1,2.83,56,8,1,2000,58.3,"Camp Creek",1
19,"Male",17,18,2,3.63,60,7,20,2001,61.8,"Camp Creek",1
19,"Male",17,18,2,"NA","NA",8,12,2001,"NA","Camp Creek",1
19,"Male",17,18,3,2.73,56,5,20,2002,58.8,"Camp Creek",1
19,"Male",17,18,3,2.75,59,5,22,2002,62.2,"Camp Creek",1
19,"Male",17,18,3,4.2,63,7,12,2002,66.38,"Camp Creek",1
19,"Male",17,18,4,3.43,68,5,21,2003,71.1,"Camp Creek",1
19,"Male",17,18,4,4.9,66.5,6,22,2003,73,"Camp Creek",1
19,"Male",17,18,2,2.9,57,7,5,2001,60.3,"Camp Creek",1
"1A","Female",432,433,4,5.03,71,7,19,2002,69.7,"West Snowplot",0
"1C","Male",611,612,0,0.55,35,7,21,2004,42.4,"Oblivion 3",0
"1D","Female",628,629,0,0.57,36,7,25,2003,43.2,"H-Talus",0
"1D","Female",628,629,1,3,65,7,22,2004,59,"H-Talus",0
"1H","Male",480,481,0,0.78,39,7,23,2002,46.1,"West",1
"1J","Male",551,552,0,2,47,8,10,2003,53.5,"West",1
"1J","Male",551,552,1,4.03,69.5,7,15,2004,67.54,"West",1
"1J","Male",551,552,0,0.93,40,7,20,2003,48.2,"West",1
"1L","Female",515,516,0,0.45,33,7,16,2003,41.9,"West",1
"1L","Female",515,516,0,0.85,36,7,30,2003,44.5,"West",1
"1L","Female",515,516,1,2.5,62,7,10,2004,54.1,"West",1
"1L","Female",515,516,1,3.73,66,8,3,2004,61,"West",1
"1L","Female",515,516,0,1.13,38,8,8,2003,44.4,"West",1
"1P","Male",530,528,4,4.4,67.5,6,4,2003,75.7,"Oblivion 2",0
"1P","Male",530,528,5,5.78,71,7,22,2004,78.9,"Oblivion 2",0
"1P","Male",530,528,4,4.65,70,6,20,2003,73,"Oblivion 2",0
2,"Male",394,395,3,5.93,77,7,11,2002,65.63,"Oblivion 3",0
20,"Female",155,156,2,2.1,56,6,4,2000,59.7,"Narnia",1
20,"Female",155,156,2,3.35,66,7,11,2000,58,"Narnia",1
20,"Female",155,156,2,3.7,64,7,31,2000,60.8,"Narnia",1
20,"Female",155,156,3,3.85,64,7,7,2001,65,"Narnia",1
20,"Female",155,156,4,3.35,64,7,10,2002,57.8,"Narnia",1
20,"Female",155,156,4,3.78,68,7,15,2002,64.8,"Narnia",1
20,"Female",155,156,5,"NA","NA",6,23,2003,"NA","Narnia",1
20,"Female",155,156,6,"NA","NA",7,5,2004,"NA","Narnia",1
20,"Female",155,156,2,2.55,53,6,20,2000,60.3,"Narnia",1
21,"Female",157,158,3,4.2,62,6,10,2000,73,"Narnia",1
21,"Female",157,158,4,3.9,60,6,20,2001,70.8,"Narnia",1
21,"Female",157,158,4,3.78,63,6,28,2001,69.8,"Narnia",1
21,"Female",157,158,4,3.83,71,7,5,2001,59.6,"Narnia",1
21,"Female",157,158,4,3.85,66,7,28,2001,69.1,"Narnia",1
21,"Female",157,158,4,3.8,"NA",6,24,2001,"NA","Narnia",1
21,"Female",157,158,4,4.2,65,8,12,2001,60.8,"Narnia",1
21,"Female",157,158,5,3.08,"NA",6,17,2002,"NA","Narnia",1
21,"Female",157,158,4,4.3,63,8,5,2001,61.8,"Narnia",1
22,"Female",159,160,2,2.43,52,6,11,2000,62,"Narnia",1
22,"Female",159,160,2,2.63,52,6,21,2000,59.6,"Narnia",1
22,"Female",159,160,3,3.38,60,6,24,2001,63.8,"Narnia",1
22,"Female",159,160,3,3.38,61,6,28,2001,64,"Narnia",1
22,"Female",159,160,3,4.75,59,8,4,2001,67.9,"Narnia",1
22,"Female",159,160,3,3.08,55,6,20,2001,64,"Narnia",1
22,"Female",344,160,4,3.75,60,5,30,2002,67,"Narnia",1
22,"Female",344,160,4,3.45,61,6,10,2002,62.15,"Narnia",1
22,"Female",344,160,4,5.48,"NA",7,10,2002,"NA","Narnia",1
22,"Female",159,160,3,4.43,58.5,8,1,2001,65.3,"Narnia",1
22,"Female",344,160,4,4.83,"NA",8,11,2002,65.4,"Narnia",1
22,"Female",344,160,5,"NA",61,6,23,2003,60.1,"Narnia",1
22,"Female",344,160,5,3.6,60,7,11,2003,65.4,"Narnia",1
22,"Female",344,160,5,4.3,"NA",7,20,2003,"NA","Narnia",1
22,"Female",344,160,6,"NA","NA",7,4,2004,"NA","Narnia",1
22,"Female",344,160,4,4.43,64,7,31,2002,63.4,"Narnia",1
23,"Female",161,162,2,2.88,59.5,6,12,2000,63.6,"Oblivion 1",0
23,"Female",161,162,2,2.9,60,6,23,2000,63.1,"Oblivion 1",0
23,"Female",161,"NA",2,3.95,63.5,8,1,2000,62.3,"Oblivion 1",0
24,"Male",126,127,4,5,74.5,6,25,2000,"NA","K-Talus",1
24,"Male",126,127,5,5.2,62,6,22,2001,72.7,"K-Talus",1
24,"Male",136,127,6,5.05,65,6,11,2002,75.5,"K-Talus",1
24,"Male",126,127,4,4.78,69,6,15,2000,69.8,"K-Talus",1
24,"Male",136,127,7,4.05,74,5,28,2003,74,"K-Talus",1
24,"Male",136,127,7,4.2,69,5,30,2003,71.3,"K-Talus",1
25,"Female",281,131,2,2.88,61,7,9,2000,52.6,"Narnia",1
25,"Female",281,131,2,2.85,"NA",7,11,2000,"NA","Narnia",1
25,"Female",281,131,3,3.28,"NA",6,21,2001,63.7,"Narnia",1
25,"Female",281,131,3,3.2,"NA",6,24,2001,64.4,"Narnia",1
25,"Female",281,131,3,3.43,61,6,28,2001,64.5,"Narnia",1
25,"Female",281,131,3,3.65,66,7,4,2001,60.8,"Narnia",1
25,"Female",281,131,3,4.45,"NA",7,3,2001,64.9,"Narnia",1
25,"Female",281,131,3,5.03,67,8,5,2001,68.3,"Narnia",1
25,"Female",275,131,4,4.95,66,7,15,2002,67.7,"Narnia",1
25,"Female",275,131,5,3.45,"NA",6,23,2003,64.5,"Narnia",1
25,"Female",275,131,5,3.35,61,7,11,2003,65.5,"Narnia",1
25,"Female",275,131,5,3.9,69,8,1,2003,66.4,"Narnia",1
25,"Female",275,131,5,"NA",64.5,7,20,2003,65.1,"Narnia",1
25,"Female",275,131,6,5.08,71,6,14,2004,71.8,"Narnia",1
25,"Female",281,131,2,2.48,56,6,21,2000,52.5,"Narnia",1
26,"Female",132,133,3,3.55,62,6,23,2000,67.7,"Narnia",1
26,"Female",132,133,3,4.05,62.5,7,31,2000,68.6,"Narnia",1
26,"Female",132,133,4,4.45,59,6,28,2001,69.2,"Narnia",1
26,"Female",132,133,2,3.2,57,7,8,1999,63.3,"Narnia",1
26,"Female",132,133,4,5.75,65,7,28,2001,70.8,"Narnia",1
27,"Male",279,280,1,1.63,49,6,21,2001,53.5,"Narnia",1
27,"Male",279,280,1,1.7,51,6,24,2001,54.2,"Narnia",1
27,"Male",279,280,1,1.78,51,6,28,2001,55,"Narnia",1
27,"Male",279,280,1,2.13,53,7,10,2001,55.5,"Narnia",1
27,"Male",279,280,1,2.58,54,7,28,2001,58.1,"Narnia",1
27,"Male",279,280,1,2.85,56,8,1,2001,58.3,"Narnia",1
27,"Male",279,280,1,2.03,52,7,4,2001,55.4,"Narnia",1
27,"Male",279,280,1,3.28,57,8,12,2001,58.6,"Narnia",1
27,"Male",279,280,2,2.85,58,5,30,2002,63.8,"Narnia",1
27,"Male",279,280,2,3.45,54,6,10,2002,63.77,"Narnia",1
27,"Male",279,280,2,4.48,67,6,21,2002,67.8,"Narnia",1
27,"Male",279,280,2,5.03,63,7,15,2002,69,"Narnia",1
27,"Male",279,280,4,4.88,67,6,12,2004,74.93,"Narnia",1
27,"Male",279,280,2,3.73,63,6,24,2002,"NA","Narnia",1
27,"Male",279,280,1,3,64,8,4,2001,61.5,"Narnia",1
28,"Female",148,149,0,1.4,47.5,7,31,2000,48.4,"Narnia",1
28,"Female",148,149,1,1.65,51,6,24,2001,52.6,"Narnia",1
28,"Female",148,149,1,1.68,49,6,28,2001,52.9,"Narnia",1
28,"Female",148,149,1,1.88,56,7,4,2001,56,"Narnia",1
28,"Female",148,149,1,1.53,50,6,21,2001,57.3,"Narnia",1
28,"Female",148,149,1,2.53,57,7,3,2001,56.2,"Narnia",1
28,"Female",148,149,1,2.9,59,8,4,2001,64.4,"Narnia",1
28,"Female",148,149,1,2.63,55,8,1,2001,56.2,"Narnia",1
28,"Female",148,149,1,3.15,56,8,12,2001,56.3,"Narnia",1
28,"Female",148,149,2,4.16,64,6,21,2002,56.9,"Narnia",1
28,"Female",148,149,2,4.14,65,6,24,2002,64.5,"Narnia",1
28,"Female",148,149,2,3.93,"NA",7,10,2002,64,"Narnia",1
28,"Female",148,149,2,2.78,51,6,10,2002,63.9,"Narnia",1
28,"Female",503,149,3,3.53,61,5,25,2003,65.9,"Narnia",1
28,"Female",503,149,3,4.3,65,7,11,2003,65.8,"Narnia",1
28,"Female",503,149,4,4.18,61,6,15,2004,69.77,"Narnia",1
28,"Female",503,591,4,4.73,71,7,17,2004,67.7,"Narnia",1
28,"Female",148,149,1,2,53,7,10,2001,54.1,"Narnia",1
29,"Female",82,83,0,1.23,41,8,9,1999,47.7,"Pika Creek",0
29,"Female",82,83,2,2.5,52,6,21,2001,57.6,"Pika Creek",0
29,"Female",82,83,2,2.7,"NA",6,28,2001,59.1,"Pika Creek",0
29,"Female",82,83,2,4.18,57,7,21,2001,61.4,"Pika Creek",0
29,"Female",82,83,2,4.15,60,8,2,2001,64.1,"Pika Creek",0
29,"Female",82,83,2,4.33,69,8,7,2001,62.8,"Pika Creek",0
29,"Female",82,83,2,4.45,69,8,14,2001,64.1,"Pika Creek",0
29,"Female",82,83,3,2.9,61,6,1,2002,62.1,"Pika Creek",0
29,"Female",82,83,3,3.78,56,6,25,2002,63,"Pika Creek",0
29,"Female",82,83,3,3.45,64,7,11,2002,54.5,"Pika Creek",0
29,"Female",82,83,4,3.7,70,6,4,2003,65.23,"Pika Creek",0
29,"Female",82,83,4,3.6,66,6,20,2003,65.5,"Pika Creek",0
29,"Female",82,83,4,5,"NA",8,7,2003,66.9,"Pika Creek",0
29,"Female",82,83,1,1.1,40,6,20,2000,51.6,"Pika Creek",0
29,"Female",82,83,5,6.23,77,7,21,2004,70.1,"Pika Creek",0
"2A","Female",519,520,1,2.2,65,7,23,2004,56.3,"Oblivion 2",0
"2A","Female",519,520,0,0.35,31,7,19,2003,40.8,"Oblivion 2",0
"2C","Male",538,537,1,1.4,51.5,6,25,2003,48.1,"West Snowplot",0
"2D","Male",634,633,0,1.04,37,8,9,2003,44.1,"H-Talus",0
"2D","Male",634,633,1,3.15,63,7,25,2004,"NA","H-Talus",0
"2J","Male",605,604,0,0.53,34,7,20,2004,43.8,"Oblivion 2",0
"2L","Male",517,518,0,0.58,36,7,16,2003,44.8,"West",1
"2L","Male",517,518,0,1.28,38,8,1,2003,47.7,"West",1
"2L","Male",517,518,0,1.5,45,8,10,2003,48.5,"West",1
"2P","Female",547,548,0,0.6,35.5,7,19,2003,45.2,"Oblivion 2",0
"2P","Female",547,548,0,1,36,8,5,2003,46.9,"Oblivion 2",0
3,"Female",23,24,0,0.28,26,7,13,1999,36.7,"Camp Creek",1
3,"Female",23,24,0,0.98,35,8,11,1999,42.5,"Camp Creek",1
3,"Female",23,24,1,0.65,38,5,28,2000,44.5,"Camp Creek",1
3,"Female",23,24,1,0.78,38.5,5,31,2000,45.2,"Camp Creek",1
3,"Female",23,24,1,0.78,42,6,2,2000,47.1,"Camp Creek",1
3,"Female",23,24,1,1.23,45,6,19,2000,47.4,"Camp Creek",1
3,"Female",23,24,1,1.68,46,7,9,2000,49.4,"Camp Creek",1
3,"Female",23,24,1,2.43,49,7,31,2000,53.4,"Camp Creek",1
3,"Female",23,24,2,2.03,48,6,18,2001,54.1,"Camp Creek",1
3,"Female",23,24,2,2.18,"NA",6,25,2001,55.3,"Camp Creek",1
3,"Female",23,24,2,2.33,47,6,29,2001,55.9,"Camp Creek",1
3,"Female",23,24,2,2.33,47,7,5,2001,"NA","Camp Creek",1
3,"Female",23,24,2,3.03,61,7,20,2001,53.4,"Camp Creek",1
3,"Female",23,24,3,2.35,52,5,22,2002,57.9,"Camp Creek",1
3,"Female",23,24,3,2.65,53,5,31,2002,59,"Camp Creek",1
3,"Female",23,24,3,3.15,65,6,21,2002,51.53,"Camp Creek",1
3,"Female",23,24,3,3.89,60.5,6,19,2002,61.3,"Camp Creek",1
3,"Female",23,24,3,4.21,60,6,25,2002,62.3,"Camp Creek",1
3,"Female",23,24,3,3.28,56,7,10,2002,61.2,"Camp Creek",1
3,"Female",23,24,3,5,"NA",8,15,2002,59,"Camp Creek",1
3,"Female",23,24,4,3.15,64,5,16,2003,64.8,"Camp Creek",1
3,"Female",23,24,4,3.6,66,6,16,2003,63.9,"Camp Creek",1
3,"Female",23,24,0,0.59,35,7,31,1999,39.2,"Camp Creek",1
30,"Female",252,85,0,1.23,39,8,10,1999,49.3,"Pika Creek",0
30,"Female",252,85,1,1.78,49.5,7,9,2000,54.2,"Pika Creek",0
30,"Female",252,85,1,3,58.5,8,3,2000,57.6,"Pika Creek",0
30,"Female",252,85,2,2.35,59,6,23,2001,50.7,"Pika Creek",0
30,"Female",252,85,1,1.18,42,6,20,2000,52.2,"Pika Creek",0
30,"Female",252,85,2,3.13,59,7,11,2001,60.3,"Pika Creek",0
30,"Female",252,85,3,3.13,61,6,1,2002,65.4,"Pika Creek",0
30,"Female",252,85,4,2.35,"NA",6,4,2003,65.1,"Pika Creek",0
30,"Female",252,85,2,2.75,58,7,1,2001,61.3,"Pika Creek",0
31,"Female",165,166,4,3.6,61,6,20,2000,68.7,"Oblivion 2",0
31,"Female",165,166,5,5.28,68,7,22,2001,69.6,"Oblivion 2",0
31,"Female",165,166,5,5.85,68,8,6,2001,69.6,"Oblivion 2",0
31,"Female",165,166,6,4.53,64,6,25,2002,68,"Oblivion 2",0
31,"Female",165,166,5,4.78,65,7,8,2001,67.1,"Oblivion 2",0
31,"Female",165,166,6,4.3,61,7,27,2002,68.2,"Oblivion 2",0
31,"Female",165,166,6,4.68,63,8,8,2002,66.1,"Oblivion 2",0
31,"Female",165,166,6,4.55,65,8,11,2002,67.6,"Oblivion 2",0
31,"Female",165,166,6,4.22,64,7,11,2002,67.1,"Oblivion 2",0
32,"Female",80,81,0,1.43,41,8,12,1999,51.2,"Pika Creek",0
32,"Female",80,81,1,1.45,44,6,20,2000,54.5,"Pika Creek",0
32,"Female",80,81,1,1.6,44,6,25,2000,53.1,"Pika Creek",0
32,"Female",80,81,1,3.5,56,8,18,2000,62.6,"Pika Creek",0
32,"Female",80,81,2,4.4,48,7,21,2001,64.2,"Pika Creek",0
32,"Female",80,81,2,4.8,55,7,29,2001,64.8,"Pika Creek",0
32,"Female",80,81,2,4.88,54.5,8,14,2001,64.4,"Pika Creek",0
32,"Female",80,81,3,3.13,"NA",6,1,2002,63.8,"Pika Creek",0
32,"Female",80,81,3,3.5,"NA",6,11,2002,63.3,"Pika Creek",0
32,"Female",80,81,3,3.7,"NA",7,12,2002,57.5,"Pika Creek",0
32,"Female",80,81,3,5.03,60,8,13,2002,65.7,"Pika Creek",0
32,"Female",80,81,4,3.1,38,5,29,2003,60,"Pika Creek",0
