"Dye.Pattern","Sex","Right.Tag","Left.Tag","Numerical.Age","Mass","Length","Month","Day","Year","Zygomatic.Arch","Social.Group","vijay"
"L2","Female",163,164,3,3.95,60,6,24,2001,69.7,"West",1
"L2","Female",163,164,3,4.35,68,6,30,2001,71.5,"West",1
"L2","Female",163,164,3,6.05,68,7,30,2001,70.5,"West",1
"L2","Female",163,164,3,5.35,69,8,10,2000,71.4,"West",1
"L2","Female",163,164,3,4.8,69,7,1,2003,66,"West",1
"L2","Female",163,164,3,4.25,71,7,16,2003,69,"West",1
"L2","Female",163,164,3,5.2,66,7,30,2003,66.6,"West",1
"L2","Female",163,164,3,4.83,72.5,7,13,2004,70.2,"West",1
"L2","Female",163,164,3,4.8,72,7,19,2004,68.8,"West",1
"L2","Female",163,164,3,4.78,71.5,8,3,2004,70.2,"West",1
"L2","Female",163,164,3,3.45,58.5,6,19,2000,67.7,"West",1
"L2","Female",163,164,3,4,57,6,12,2002,69,"West",1
"L2","Female",163,164,3,3.35,66,6,3,2003,71.1,"West",1
"L3","Unknown",141,142,0,0.33,36.5,7,16,2000,38.6,"West",1
"L3","Unknown",141,142,0,0.53,33,7,23,2000,41.7,"West",1
"L3","Unknown",141,142,0,1.05,45,8,4,2000,46.9,"West",1
"L4","Unknown",143,145,0,0.48,30,7,23,2000,41.4,"West",1
"L4","Unknown",143,145,0,0.98,31,8,11,2000,47.7,"West",1
"L4","Unknown",143,145,0,0.3,32,7,16,2000,38.7,"West",1
"L5","Female",381,382,0,0.6,34.5,7,15,2002,35.5,"Oblivion 3",0
"L5","Female",506,382,1,1.6,49,7,8,2003,53.1,"Oblivion 3",0
"L5","Female",506,382,1,1.9,52,7,12,2003,47.6,"Oblivion 3",0
"L5","Female",506,382,1,2.4,59.5,7,19,2003,56.4,"Oblivion 3",0
"L5","Female",506,382,2,3.95,69,7,21,2004,65.2,"Oblivion 3",0
"L5","Female",506,382,1,0.75,40,6,6,2003,46.1,"Oblivion 3",0
"L6","Female",352,353,0,0.75,43,8,2,2002,39.7,"Oblivion 3",0
"L6","Unknown",352,353,0,0.71,36,7,27,2002,35.8,"Oblivion 3",0
"M","Male",86,87,1,2.9,55,8,11,1999,57.6,"Narnia",1
"M","Male",86,87,2,2.2,58,6,4,2000,60.5,"Narnia",1
"M","Male",86,87,2,2.93,58.5,6,21,2000,60.3,"Narnia",1
"M","Male",86,87,2,4.75,64,8,1,2000,65.2,"Narnia",1
"M","Male",86,87,3,3.7,60,6,28,2001,65.9,"Narnia",1
"M","Male",86,87,2,2.48,56,6,10,2000,61.3,"Narnia",1
"M","Male",86,87,3,4.6,66,7,28,2001,66.6,"Narnia",1
"M","Male",86,87,3,3.95,65,7,5,2001,70.7,"Narnia",1
"M1","Male",458,459,0,1.15,42.5,8,1,2002,40.1,"Oblivion 1",0
"M1","Male",458,459,0,1.45,37,8,12,2002,51.1,"Oblivion 1",0
"M1","Male",357,459,1,1.5,50,6,4,2003,54.8,"Oblivion 1",0
"M1","Male",357,615,2,4.7,69,7,22,2004,70.5,"Oblivion 1",0
"M1","Male",357,459,1,2.3,56,6,21,2003,56.7,"Oblivion 1",0
"ME","Male",507,508,1,1.65,52,6,6,2003,55.9,"Oblivion 1",0
"ME","Male",507,508,1,2.3,58,6,23,2003,59.5,"Oblivion 1",0
"ME","Male",507,508,2,5.13,68,7,22,2004,70.3,"Oblivion 1",0
"N","Male",78,79,2,6.2,68,8,7,1999,68.9,"unknown",0
"O","Female",45,46,4,4,63,7,17,1999,66.8,"Camp Creek",1
"O","Female",45,46,4,5.85,65,8,8,1999,67.4,"Camp Creek",1
"O","Female",45,46,5,4.08,65,7,1,2000,67.4,"Camp Creek",1
"O","Female",45,46,5,4.43,65,7,31,2000,65.4,"Camp Creek",1
"O","Female",45,46,6,3.88,64,7,11,2001,65.3,"Camp Creek",1
"O","Female",45,46,6,4.1,63,7,20,2001,65.9,"Camp Creek",1
"O","Female",45,46,7,4.1,61,5,31,2002,67,"Camp Creek",1
"O","Female",45,46,7,4.28,70,6,9,2002,65,"Camp Creek",1
"O","Female",45,46,7,4.93,63,6,25,2002,68.9,"Camp Creek",1
"O","Female",45,46,7,4.75,72,7,10,2002,62.7,"Camp Creek",1
"O","Female",45,46,4,6.55,62,8,26,1999,69,"Camp Creek",1
"O1","Unknown",199,200,0,0.63,26,7,11,2000,43.9,"Camp Creek",1
"O1","Unknown",199,200,0,1.53,46,8,10,2000,50.2,"Camp Creek",1
"O1","Unknown",199,200,0,1.05,34,7,24,2000,47.9,"Camp Creek",1
"O10","Male",449,450,0,0.53,30,7,22,2002,44.3,"Camp Creek",1
"O10","Male",449,450,0,1.05,40,8,12,2002,48.3,"Camp Creek",1
"O10","Male",449,450,0,1.05,41,8,16,2002,44.9,"Camp Creek",1
"O2","Unknown",207,208,0,1.25,42,7,24,2000,51.3,"Camp Creek",1
"O3","Male",417,418,0,0.65,34,7,14,2001,44.5,"Camp Creek",1
"O3","Male",417,418,0,0.75,34,7,18,2001,44,"Camp Creek",1
"O3","Male",417,418,1,1.03,41,5,19,2002,50.1,"Camp Creek",1
"O3","Male",417,418,1,1.68,50,6,9,2002,51,"Camp Creek",1
"O3","Male",417,418,1,2.99,56.5,6,21,2002,57.6,"Camp Creek",1
"O3","Male",417,418,1,2.95,56,7,10,2002,60.7,"Camp Creek",1
"O3","Male",417,418,1,1.33,43,5,31,2002,51.6,"Camp Creek",1
"O3","Male",417,418,2,2.9,62,5,16,2003,63.3,"Camp Creek",1
"O3","Male",417,418,2,3.1,58,5,30,2003,65,"Camp Creek",1
"O3","Male",417,418,2,4.5,69,7,9,2003,66.8,"Camp Creek",1
"O3","Male",417,418,2,2.93,67,5,22,2003,64.8,"Camp Creek",1
"O4","Unknown",330,331,0,1.5,48,8,12,2001,51.5,"Camp Creek",1
"O4","Unknown",330,331,0,"NA",34,7,18,2001,45.6,"Camp Creek",1
"O5","Male",304,305,0,0.78,36,7,20,2001,45.8,"Camp Creek",1
"O5","Male",304,305,1,1.35,40,5,31,2002,52.6,"Camp Creek",1
"O5","Male",400,305,1,2.69,48,6,19,2002,56.9,"Camp Creek",1
"O5","Male",400,501,2,2.8,54,5,22,2003,64,"Camp Creek",1
"O5","Male",400,501,2,2.75,59,5,16,2003,63,"Camp Creek",1
"O5","Male",400,501,2,3.1,65.5,6,1,2003,62.8,"Camp Creek",1
"O5","Male",400,305,1,2.8,"NA",7,10,2002,61.3,"Camp Creek",1
"O5","Male",400,501,2,4.5,64,7,14,2003,66.1,"Camp Creek",1
"O5","Male",400,501,2,4.45,66,7,20,2003,66.4,"Camp Creek",1
"O5","Male",400,501,2,4.1,64.5,7,9,2003,65.1,"Camp Creek",1
"O6","Unknown",217,218,0,1.23,41,8,11,2000,47.2,"West",1
"O7","Unknown",234,235,0,1.48,48.5,8,10,2000,53.1,"West",1
"O8","Female",445,446,0,0.85,38,8,8,2002,43.7,"Camp Creek",1
"O8","Female",445,446,0,0.68,33,7,22,2002,44.1,"Camp Creek",1
"O9","Female",447,448,0,0.5,32,7,22,2002,43.5,"Camp Creek",1
"O9","Female",447,448,0,0.78,37,8,8,2002,41.63,"Camp Creek",1
"O9","Female",447,448,0,0.95,37,8,12,2002,47.5,"Camp Creek",1
"O9","Female",447,448,0,1.13,38,8,16,2002,45.2,"Camp Creek",1
"O9","Female",447,448,0,1.08,40,8,14,2002,44.2,"Camp Creek",1
"P","Female",55,56,4,3.9,70,7,24,1999,62.8,"H-Talus",0
"P","Female",55,56,4,4,70,8,5,1999,62.9,"H-Talus",0
"P","Female",55,56,4,4.05,68,8,7,1999,63.3,"H-Talus",0
"P","Female",55,56,5,3.75,58,7,9,2000,62.4,"H-Talus",0
"P","Female",55,56,6,3.9,63,7,8,2001,62.8,"H-Talus",0
"P","Female",55,56,6,4.5,67,7,27,2001,64.3,"H-Talus",0
"P","Female",55,56,7,3.43,66,6,12,2002,64,"H-Talus",0
"P","Female",55,56,7,3.9,66.5,7,11,2002,61.9,"H-Talus",0
"P","Female",55,56,7,3.7,68,7,21,2002,63.4,"H-Talus",0
"P","Female",55,56,7,3.58,67,7,30,2002,62.6,"H-Talus",0
"P","Female",55,56,7,4.25,67,8,9,2002,64.2,"H-Talus",0
"P","Female",55,56,8,2.85,70,5,23,2003,61.8,"H-Talus",0
"P","Female",55,56,8,3.1,64.5,6,16,2003,62.9,"H-Talus",0
"P","Female",55,56,8,3.3,63,6,22,2003,62.9,"H-Talus",0
"P","Female",55,56,8,3.65,69,7,25,2003,60.2,"H-Talus",0
"P","Female",55,56,5,3.43,60,7,4,2000,62.9,"H-Talus",0
"P1","Female",390,391,1,0.9,38,6,4,2003,49.4,"Oblivion 2",0
"P1","Female",390,391,1,1.1,48,6,20,2003,51.5,"Oblivion 2",0
"P1","Female",390,391,1,1.2,47,6,23,2003,47,"Oblivion 2",0
"P1","Female",390,391,1,1.5,50,7,7,2003,51.8,"Oblivion 2",0
"P1","Female",390,391,1,1.7,53.5,7,17,2003,53.6,"Oblivion 2",0
"P1","Unknown",390,391,0,0.85,38.5,7,30,2002,40.73,"Oblivion 2",0
"P2","Unknown",392,393,0,0.8,41,7,30,2002,39.3,"Oblivion 2",0
"P3","Male",454,455,0,0.85,40,7,31,2002,39.57,"Oblivion 2",0
"P3","Male",454,455,0,1.33,43,8,13,2002,48.2,"Oblivion 2",0
"P3","Male",454,455,1,2.65,64,7,19,2003,58,"Oblivion 2",0
"P3","Male",454,455,2,4.88,50,7,22,2004,70.6,"Oblivion 2",0
"P3","Male",454,455,1,1.3,52,6,21,2003,50.6,"Oblivion 2",0
"R","Male",88,89,2,4.65,66,8,11,1999,65.8,"Floater",0
"R","Male",88,89,4,4.35,67,6,25,2001,72.2,"Floater",0
"R","Male",88,89,3,3.9,69,7,10,2000,67.1,"Floater",0
"SA","Female",21,22,4,4.1,"NA",7,19,1999,68.1,"Camp Creek",1
"SA","Female",21,22,5,3.45,60,6,6,2000,68,"Camp Creek",1
"SA","Female",21,22,5,3.8,56,6,19,2000,69.7,"Camp Creek",1
"SA","Female",21,22,5,6.25,67,8,21,2000,70.9,"Camp Creek",1
"SA","Female",21,22,6,3.8,65,6,19,2001,66.6,"Camp Creek",1
"SA","Female",21,22,6,3.83,"NA",6,25,2001,67.7,"Camp Creek",1
"SA","Female",21,22,6,3.75,58,7,5,2001,67.5,"Camp Creek",1
"SA","Female",21,22,6,4.03,64,7,20,2001,67,"Camp Creek",1
"SA","Female",21,22,6,4.25,68,7,30,2001,66,"Camp Creek",1
"SA","Female",21,22,6,4.65,69,8,12,2001,66.9,"Camp Creek",1
"SA","Female",21,22,4,3.8,64,7,13,1999,69.5,"Camp Creek",1
"T","Female",118,119,5,3.98,63.5,7,1,2000,67.4,"Camp Creek",1
"T","Female",118,119,5,6.03,64,8,17,2000,70,"Camp Creek",1
"T","Female",118,119,6,4.03,61,6,26,2001,65.2,"Camp Creek",1
"T","Female",118,119,4,6.55,66,8,26,1999,68.4,"Camp Creek",1
"T","Female",118,119,8,3.75,65,5,23,2003,68.2,"Camp Creek",1
"T","Female",118,119,8,4.6,71,7,2,2003,67.6,"Camp Creek",1
"T","Female",118,119,6,4.43,64,7,5,2001,64.6,"Camp Creek",1
"T1","Unknown",137,138,0,0.6,39.5,7,14,2000,44.9,"Camp Creek",1
"T1","Unknown",137,138,0,0.95,35,7,24,2000,47.7,"Camp Creek",1
"T1","Unknown",137,138,0,1.58,47.5,8,10,2000,53.1,"Camp Creek",1
"T1","Unknown",137,138,0,1.08,36,7,28,2000,49.1,"Camp Creek",1
"T10","Unknown",8048,8047,0,1.18,40,8,15,2002,42.9,"Camp Creek",1
"T10","Unknown",8048,8047,1,1.05,45,6,16,2003,53.1,"Camp Creek",1
"T11","Unknown",8050,8049,1,"NA","NA",7,13,2003,"NA","Camp Creek",1
"T11","Unknown",8050,8049,0,1.5,43,8,15,2002,44.7,"Camp Creek",1
"T2","Female",209,210,0,1.03,37,7,28,2000,46.9,"Camp Creek",1
"T2","Female",209,210,1,1.35,46,6,19,2001,54.4,"Camp Creek",1
"T2","Female",209,210,1,1.68,46,7,5,2001,52.2,"Camp Creek",1
"T2","Female",209,210,1,2.35,50,7,20,2001,54.8,"Camp Creek",1
"T2","Female",209,210,1,2.58,55,7,30,2001,55.1,"Camp Creek",1
"T2","Female",209,210,1,3.03,61,8,12,2001,54.1,"Camp Creek",1
"T2","Female",209,210,2,"NA",48,5,20,2002,55.02,"Camp Creek",1
"T2","Female",209,210,2,2.4,54,5,31,2002,58.7,"Camp Creek",1
"T2","Female",209,210,2,3.85,60,7,10,2002,63.4,"Camp Creek",1
"T2","Female",209,210,2,4.93,67,8,6,2002,61.87,"Camp Creek",1
"T2","Female",209,210,3,3.9,65,6,22,2003,"NA","Camp Creek",1
"T2","Female",209,210,3,4.3,68,7,6,2003,66.8,"Camp Creek",1
"T2","Female",209,210,4,4.2,65,6,12,2004,71.55,"Camp Creek",1
"T2","Female",209,210,2,2.6,59,6,9,2002,62.5,"Camp Creek",1
"T2","Female",209,210,1,1.48,50,6,25,2001,51.2,"Camp Creek",1
"T3","Male",201,202,0,0.6,31.5,7,17,2000,45.3,"Camp Creek",1
"T3","Male",201,202,0,1.38,37,8,17,2000,51.3,"Camp Creek",1
"T3","Male",201,202,1,1.35,42,6,19,2001,52.8,"Camp Creek",1
"T3","Male",201,202,1,1.38,43,6,25,2001,40.7,"Camp Creek",1
"T3","Male",201,202,1,1.55,45,7,5,2001,53.6,"Camp Creek",1
"T3","Male",201,202,1,2.15,48,7,21,2001,56.8,"Camp Creek",1
"T3","Male",201,202,1,3.23,56,8,13,2001,59.9,"Camp Creek",1
"T3","Male",201,202,0,1.15,38,8,3,2000,48.1,"Camp Creek",1
"T4","Unknown",332,333,0,0.73,32,7,19,2001,46,"Camp Creek",1
"T4","Unknown",332,333,0,0.8,36,7,20,2001,45.8,"Camp Creek",1
"T4","Unknown",332,333,0,1.53,43.5,8,12,2001,46.7,"Camp Creek",1
"T5","Male",299,298,0,0.58,32,7,12,2001,43.3,"Camp Creek",1
"T5","Male",299,298,0,0.75,35,7,20,2001,46,"Camp Creek",1
"T5","Male",299,298,0,1.03,40,7,29,2001,47.3,"Camp Creek",1
"T5","Male",299,298,0,1.5,48,8,12,2001,51.4,"Camp Creek",1
"T6","Male",300,301,0,0.83,37,7,20,2001,44.9,"Camp Creek",1
"T6","Male",300,301,0,1.13,42,7,28,2001,46.2,"Camp Creek",1
"T6","Male",300,301,1,1.13,41,5,20,2002,50.5,"Camp Creek",1
"T6","Male",300,301,0,0.6,33,7,13,2001,43,"Camp Creek",1
"T7","Male",482,483,1,1.05,44.5,5,23,2003,50,"Camp Creek",1
"T7","Male",482,483,1,1.55,52,6,16,2003,54.3,"Camp Creek",1
"T7","Male",482,483,0,0.75,35,7,25,2002,46.2,"Camp Creek",1
"T8","Male",484,485,0,0.75,37,7,25,2002,45.1,"Camp Creek",1
"T9","Female",486,487,0,1.2,43,8,15,2002,44,"Camp Creek",1
"T9","Female",486,487,1,1.25,46.5,6,16,2003,51.4,"Camp Creek",1
"T9","Female",486,487,0,0.68,37,7,25,2002,43.7,"Camp Creek",1
"U","Female",223,107,4,6.35,66,8,21,1999,66.4,"K-Talus",1
"U","Female",223,107,5,3.33,70,6,24,2000,65.8,"K-Talus",1
"U","Female",223,107,5,4.25,65.5,8,4,2000,66.1,"K-Talus",1
"U","Female",223,107,5,5.7,62,8,20,2000,66.7,"K-Talus",1
"U","Female",223,107,6,3.6,61,6,20,2001,65.2,"K-Talus",1
"U","Female",223,107,6,3.93,64,6,23,2001,62,"K-Talus",1
"U","Female",223,107,6,3.65,63,6,28,2001,64.8,"K-Talus",1
"U","Female",223,107,6,4.05,64,7,7,2001,63.6,"K-Talus",1
"U","Female",223,107,6,4.65,64,7,26,2001,67.4,"K-Talus",1
"U","Female",223,107,7,3.35,59,6,11,2002,65.6,"K-Talus",1
"U","Female",223,442,7,4.65,64,7,21,2002,66.3,"K-Talus",1
"U","Female",223,442,7,4.65,64,7,30,2002,66,"K-Talus",1
"U","Female",223,442,8,2.6,68,5,30,2003,63.8,"K-Talus",1
"U","Female",223,442,8,4.35,66,7,1,2003,65.1,"K-Talus",1
"U","Female",223,107,5,3.5,64,6,15,2000,65.4,"K-Talus",1
"U1","Male",195,196,0,0.4,27.5,7,15,2000,38.2,"K-Talus",1
"U1","Male",195,196,0,0.73,32,7,27,2000,45.1,"K-Talus",1
"U1","Male",195,196,0,1.43,40,8,21,2000,50.3,"K-Talus",1
"U1","Male",195,196,1,1.35,44,6,20,2001,41.4,"K-Talus",1
"U1","Male",195,196,1,1.53,47,7,7,2001,51,"K-Talus",1
"U1","Male",195,196,1,1.48,48,7,9,2001,56.9,"K-Talus",1
"U1","Male",195,196,1,1.85,51,7,19,2001,52.8,"K-Talus",1
"U1","Male",195,196,1,2.13,58,7,27,2001,53,"K-Talus",1
"U1","Male",195,196,1,3.05,60,8,15,2001,57.1,"K-Talus",1
"U1","Male",195,196,2,1.98,65,5,29,2002,58.3,"K-Talus",1
"U1","Male",195,196,2,2.5,51,6,11,2002,61.1,"K-Talus",1
"U1","Male",195,196,2,3.45,58,6,22,2002,57.93,"K-Talus",1
"U1","Male",195,196,0,0.33,26,7,8,2000,39.2,"K-Talus",1
"U1","Male",195,196,2,5.35,69,8,9,2002,53.47,"K-Talus",1
"U1","Male",195,196,3,3.1,64,5,29,2003,66.9,"K-Talus",1
"U1","Male",195,196,3,4,68.5,6,16,2003,66.3,"K-Talus",1
"U1","Male",195,196,3,4.3,67,6,20,2003,"NA","K-Talus",1
"U1","Male",195,196,3,6.8,68,8,11,2003,74,"K-Talus",1
"U1","Male",195,196,2,3.3,56,6,28,2002,50.3,"K-Talus",1
"U10","Female",440,441,0,0.75,33,7,21,2002,43.6,"K-Talus",1
"U10","Female",440,441,1,0.9,42,5,28,2003,50.2,"K-Talus",1
"U10","Female",440,441,1,1.05,49.5,7,1,2003,52.8,"K-Talus",1
"U10","Female",440,441,2,5.65,72,7,24,2004,65.1,"K-Talus",1
"U10","Female",440,441,1,3.85,62,8,11,2003,62.3,"K-Talus",1
"U11","Unknown",494,495,0,1.08,43,8,1,2002,44.1,"K-Talus",1
"U11","Unknown",494,495,1,1.3,49.5,6,16,2003,51.3,"K-Talus",1
"U11","Unknown",576,495,2,4.95,72,7,26,2004,70.3,"K-Talus",1
"U11","Unknown",494,495,1,2.05,50,6,20,2003,56,"K-Talus",1
"U2","Unknown",188,189,0,0.43,28,7,11,2000,41.3,"K-Talus",1
"U2","Unknown",188,189,0,0.68,29,7,25,2000,43.5,"K-Talus",1
"U2","Unknown",188,189,0,0.35,28,7,8,2000,39.7,"K-Talus",1
"U3","Unknown",191,192,0,0.38,24.5,7,9,2000,40.1,"K-Talus",1
"U3","Unknown",191,192,0,0.65,32,7,22,2000,42.5,"K-Talus",1
"U3","Unknown",191,192,0,0.83,32,7,25,2000,43.7,"K-Talus",1
"U4","Male",193,194,0,0.35,25,7,9,2000,39.3,"K-Talus",1
"U4","Male",193,194,0,0.45,30,7,17,2000,40.6,"K-Talus",1
"U4","Male",193,194,0,0.58,31,7,22,2000,42.3,"K-Talus",1
"U4","Male",193,194,1,1.68,43,6,23,2001,42.7,"K-Talus",1
"U4","Male",193,194,1,1.73,50,6,29,2001,56.6,"K-Talus",1
"U4","Male",193,194,1,1.95,48,7,7,2001,53.3,"K-Talus",1
"U4","Male",193,194,0,1.3,41.5,8,11,2000,49.6,"K-Talus",1
"U4","Male",193,194,1,2.9,55,7,28,2001,57.9,"K-Talus",1
"U4","Male",193,194,1,3.58,64.5,8,15,2001,60.5,"K-Talus",1
"U4","Male",193,194,2,2.53,55,5,29,2002,61.3,"K-Talus",1
"U4","Male",193,194,2,2.93,56,6,11,2002,61.6,"K-Talus",1
"U4","Male",193,194,2,5.45,70,8,1,2002,64.2,"K-Talus",1
"U4","Male",193,194,2,6.03,66,8,13,2002,66.4,"K-Talus",1
"U4","Male",193,194,1,2.5,"NA",7,19,2001,55.8,"K-Talus",1
"U5","Female",302,303,0,0.73,34,7,19,2001,42.3,"K-Talus",1
"U5","Female",302,303,0,1.05,55,7,28,2001,46.6,"K-Talus",1
"U5","Female",302,367,1,3.83,61,8,9,2002,60.53,"K-Talus",1
"U5","Female",302,367,2,2.9,62,6,16,2003,62.1,"K-Talus",1
"U5","Female",302,303,1,2.05,47,6,22,2002,55.63,"K-Talus",1
"U6","Male",336,337,0,1,37,7,27,2001,49.6,"K-Talus",1
"U6","Male",336,337,1,2.15,53,6,22,2002,56.17,"K-Talus",1
"U6","Male",336,337,1,3.78,63,7,22,2002,61.5,"K-Talus",1
"U6","Male",336,337,2,4.1,66.5,7,1,2003,66,"K-Talus",1
"U6","Male",336,337,1,1.5,46,6,11,2002,54.2,"K-Talus",1
"U7","Female",261,262,0,0.43,30,7,13,2002,41.2,"K-Talus",1
"U7","Female",261,262,0,1.43,42,8,9,2002,44.53,"K-Talus",1
"U7","Female",261,262,1,1.5,54.5,6,20,2003,53.2,"K-Talus",1
"U7","Female",261,262,1,3.9,61,8,11,2003,61.5,"K-Talus",1
"U7","Female",261,262,0,1.1,41,8,1,2002,42.3,"K-Talus",1
"U7","Female",623,262,2,4.95,77,7,25,2004,65.5,"K-Talus",1
"U8","Male",263,264,0,0.53,33,7,14,2002,42.1,"K-Talus",1
"U8","Male",263,264,0,0.83,39,7,23,2002,45.1,"K-Talus",1
"U8","Male",263,264,0,1.05,43,8,1,2002,43.3,"K-Talus",1
"U8","Male",263,264,1,1.9,53,7,1,2003,55.4,"K-Talus",1
"U8","Male",540,561,2,6.1,67,7,25,2004,70.3,"K-Talus",1
"U8","Male",263,264,1,1,44,5,29,2003,47.5,"K-Talus",1
"U9","Female",265,266,0,0.48,32,7,14,2002,41.3,"K-Talus",1
"U9","Female",265,266,1,1,45,5,30,2003,48.7,"K-Talus",1
"U9","Female",265,266,1,1.9,53,7,1,2003,52.6,"K-Talus",1
"U9","Female",265,266,2,5.03,73,7,26,2004,66.2,"K-Talus",1
"V1","Male",476,477,0,0.65,40,7,22,2002,43.9,"H-Talus",0
"V1","Male",476,477,0,1.38,45,8,15,2002,47.3,"H-Talus",0
"V1","Male",476,622,2,4.63,72,7,25,2004,70.8,"H-Talus",0
"V1","Male",476,477,1,1.05,48.5,6,16,2003,50.2,"H-Talus",0
"V2","Female",478,479,0,0.53,32,7,22,2002,43,"H-Talus",0
"V2","Female",478,479,0,1.2,45,8,15,2002,43.3,"H-Talus",0
"V2","Female",478,479,1,1.05,46,6,16,2003,49.9,"H-Talus",0
"V2","Female",478,479,1,3.04,58,8,9,2003,58.6,"H-Talus",0
"V2","Female",620,479,2,4,65,7,25,2004,68.2,"H-Talus",0
